BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         734     1.82228     1.82192   0.0124206
         735      1.8185     1.82191   0.0124037
         736     1.81473      1.8219   0.0123869
         737     1.81099     1.82189   0.0123701
         738     1.80729     1.82187   0.0123534
         739     1.80367     1.82184   0.0123367
         740     1.80014     1.82181     0.01232
         741     1.79671     1.82178   0.0123034
         742      1.7934     1.82174   0.0122869
         743     1.79023      1.8217   0.0122705
         744      1.7872     1.82165   0.0122541
         745     1.78434      1.8216   0.0122377
         746     1.78165     1.82155   0.0122214
         747     1.77913     1.82149   0.0122052
         748      1.7768     1.82143    0.012189
         749     1.77466     1.82137   0.0121729
         750     1.77272      1.8213   0.0121569
         751     1.77098     1.82124   0.0121408
         752     1.76945     1.82117   0.0121249
         753     1.76813      1.8211    0.012109
         754     1.76702     1.82103   0.0120932
         755     1.76612     1.82095   0.0120774
         756     1.76543     1.82088   0.0120616
         757     1.76497     1.82081   0.0120459
         758     1.76471     1.82073   0.0120302
         759     1.76467     1.82066   0.0120146
         760     1.76485     1.82058    0.011999
         761     1.76523     1.82051   0.0119835
         762     1.76582     1.82044    0.011968
         763     1.76661     1.82037   0.0119525
         764     1.76759      1.8203    0.011937
         765     1.76876     1.82023   0.0119216
         766      1.7701     1.82017   0.0119062
         767     1.77159      1.8201   0.0118909
         768     1.77323     1.82004   0.0118756
         769     1.77499     1.81999   0.0118603
         770     1.77685     1.81993    0.011845
         771     1.77879     1.81988   0.0118298
         772     1.78078     1.81982   0.0118145
         773     1.78281     1.81978   0.0117994
         774     1.78486     1.81973   0.0117842
         775     1.78689     1.81969   0.0117691
         776     1.78888     1.81965    0.011754
         777     1.79082     1.81961   0.0117389
         778     1.79269     1.81958   0.0117239
         779     1.79446     1.81955   0.0117089
         780     1.79613     1.81952   0.0116939
         781     1.79768     1.81949   0.0116789
         782     1.79909     1.81946    0.011664
         783     1.80037     1.81944   0.0116492
         784     1.80152     1.81941   0.0116343
         785     1.80253     1.81939   0.0116195
         786     1.80341     1.81937   0.0116048
         787     1.80416     1.81935     0.01159
         788      1.8048     1.81933   0.0115753
         789     1.80534     1.81932   0.0115607
         790     1.80579      1.8193   0.0115461
         791     1.80616     1.81928   0.0115315
         792     1.80648     1.81927   0.0115169
         793     1.80674     1.81925   0.0115024
         794     1.80698     1.81924   0.0114879
         795      1.8072     1.81922   0.0114735
         796     1.80741     1.81921   0.0114591
         797     1.80763     1.81919   0.0114447
         798     1.80787     1.81918   0.0114304
         799     1.80814     1.81916   0.0114161
         800     1.80844     1.81915   0.0114018
         801     1.80876     1.81914   0.0113876
         802     1.80912     1.81912   0.0113734
         803      1.8095     1.81911   0.0113593
         804      1.8099      1.8191   0.0113451
         805     1.81031     1.81909    0.011331
         806     1.81073     1.81908    0.011317
         807     1.81114     1.81907    0.011303
         808     1.81153     1.81906    0.011289
         809     1.81189     1.81905    0.011275
         810     1.81219     1.81904   0.0112611
         811     1.81243     1.81904   0.0112472
         812      1.8126     1.81903   0.0112334
         813     1.81267     1.81902   0.0112196
         814     1.81263     1.81901   0.0112058
         815     1.81248       1.819    0.011192
         816      1.8122       1.819   0.0111783
         817     1.81179     1.81899   0.0111647
         818     1.81123     1.81898    0.011151
         819     1.81053     1.81897   0.0111374
         820     1.80967     1.81896   0.0111238
         821     1.80867     1.81894   0.0111103
         822     1.80752     1.81893   0.0110968
         823     1.80623     1.81891   0.0110833
         824      1.8048      1.8189   0.0110699
         825     1.80325     1.81888   0.0110565
         826     1.80157     1.81886   0.0110431
         827      1.7998     1.81883   0.0110298
         828     1.79792     1.81881   0.0110165
         829     1.79598     1.81878   0.0110032
         830     1.79398     1.81875     0.01099
         831     1.79195     1.81872   0.0109768
         832      1.7899     1.81868   0.0109637
         833     1.78785     1.81865   0.0109506
         834     1.78584     1.81861   0.0109375
         835     1.78388     1.81857   0.0109245
         836     1.78199     1.81852   0.0109115
         837     1.78021     1.81848   0.0108986
         838     1.77856     1.81843   0.0108857
         839     1.77706     1.81838   0.0108728
         840     1.77573     1.81833     0.01086
         841      1.7746     1.81828   0.0108472
         842     1.77369     1.81822   0.0108345
         843     1.77302     1.81817   0.0108217
         844      1.7726     1.81812   0.0108091
         845     1.77245     1.81806   0.0107964
         846     1.77258     1.81801   0.0107838
         847       1.773     1.81796   0.0107712
         848     1.77371      1.8179   0.0107586
         849     1.77472     1.81785    0.010746
         850     1.77602      1.8178   0.0107335
         851     1.77762     1.81776    0.010721
         852     1.77949     1.81771   0.0107085
         853     1.78163     1.81767    0.010696
         854     1.78403     1.81763   0.0106836
         855     1.78666     1.81759   0.0106712
         856     1.78951     1.81756   0.0106587
         857     1.79255     1.81753   0.0106463
         858     1.79576     1.81751    0.010634
         859     1.79912     1.81748   0.0106216
         860     1.80258     1.81747   0.0106093
         861     1.80612     1.81745    0.010597
         862     1.80971     1.81744   0.0105847
         863     1.81333     1.81744   0.0105724
         864     1.81693     1.81744   0.0105602
         865     1.82049     1.81744    0.010548
         866     1.82398     1.81745   0.0105358
         867     1.82737     1.81746   0.0105236
         868     1.83064     1.81748   0.0105115
         869     1.83376      1.8175   0.0104994
         870     1.83671     1.81752   0.0104874
         871     1.83947     1.81754   0.0104754
         872     1.84202     1.81757   0.0104634
         873     1.84435      1.8176   0.0104515
         874     1.84643     1.81763   0.0104396
         875     1.84827     1.81767   0.0104277
         876     1.84985     1.81771   0.0104159
         877     1.85118     1.81774    0.010404
         878     1.85224     1.81778   0.0103923
         879     1.85304     1.81782   0.0103805
         880     1.85359     1.81786   0.0103688
         881     1.85389     1.81791   0.0103571
         882     1.85395     1.81795   0.0103455
         883     1.85377     1.81799   0.0103338
         884     1.85338     1.81803   0.0103222
         885     1.85277     1.81807   0.0103106
         886     1.85197      1.8181   0.0102991
         887     1.85099     1.81814   0.0102875
         888     1.84984     1.81818    0.010276
         889     1.84853     1.81821   0.0102645
         890     1.84708     1.81824    0.010253
         891      1.8455     1.81827   0.0102415
         892      1.8438      1.8183   0.0102301
         893     1.84198     1.81833   0.0102187
         894     1.84006     1.81835   0.0102073
         895     1.83804     1.81838   0.0101959
         896     1.83593      1.8184   0.0101845
         897     1.83371     1.81841   0.0101732
         898      1.8314     1.81843   0.0101619
         899     1.82898     1.81844   0.0101506
         900     1.82646     1.81845   0.0101393
         901     1.82384     1.81845   0.0101281
         902     1.82109     1.81846   0.0101168
         903     1.81822     1.81846   0.0101056
         904     1.81523     1.81845   0.0100944
         905     1.81209     1.81845   0.0100833
         906      1.8088     1.81844   0.0100722
         907     1.80535     1.81842   0.0100611
         908     1.80173      1.8184     0.01005
         909     1.79792     1.81838    0.010039
         910     1.79393     1.81835    0.010028
         911     1.78975     1.81832    0.010017
         912     1.78536     1.81829   0.0100061
         913     1.78076     1.81824  0.00999523
         914     1.77595      1.8182   0.0099844
         915     1.77093     1.81815  0.00997362
         916      1.7657     1.81809   0.0099629
         917     1.76027     1.81803  0.00995223
         918     1.75462     1.81796  0.00994163
