VELOCITY:     AVE_POFV:        ERROR:
     6.53333           0   0.0417733   0.0194589
         6.8           0       0.025   0.0133486
     7.06667           0  0.00166667  0.00116578
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.211    0.196237   0.0361215
         0.4       0.683     1.12239   0.0821358
    0.666667       3.299     3.16678    0.161589
    0.933333        4.76     4.94621    0.185169
         1.2      11.437      6.7577    0.234149
     1.46667       7.597     8.73989    0.225549
     1.73333       9.889     10.5228    0.221015
           2      10.868     11.4039    0.254314
     2.26667       7.843     11.1966    0.265431
     2.53333      10.665     11.0417    0.265099
         2.8       10.53     9.23289    0.227561
     3.06667       6.092     8.45524    0.208795
     3.33333       7.647     6.59537    0.213653
         3.6       4.529     4.66439    0.157714
     3.86667       5.352     3.45746    0.162143
     4.13333       1.974     2.60333    0.119519
         4.4       2.799     1.67241   0.0942158
     4.66667       1.378    0.983553   0.0802107
     4.93333       0.302    0.491908   0.0518092
         5.2       0.145    0.303618    0.040585
     5.46667           0    0.188184   0.0340396
     5.73333           0    0.131316    0.030141
           6           0   0.0496711   0.0194259
     6.26667           0  0.00892105   0.0059021
     6.53333           0   0.0412237   0.0192106
         6.8           0   0.0246711    0.013177
     7.06667           0  0.00164474  0.00115065
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.004     0.19374   0.0357386
         0.4       0.419     1.11326   0.0815755
    0.666667       2.329      3.1559    0.159856
    0.933333       4.231     4.93692    0.182997
         1.2      10.158     6.80186    0.235236
     1.46667       9.144     8.74514    0.222681
     1.73333      10.606     10.5239    0.218147
           2      13.038     11.4251    0.251895
     2.26667       12.97     11.2197    0.262981
     2.53333       9.337     11.0195    0.262579
         2.8       9.224     9.23278    0.224606
     3.06667        5.06     8.41114    0.210688
     3.33333       4.267     6.56513    0.213008
         3.6       4.917     4.66768      0.1557
     3.86667       4.792     3.47479    0.160961
     4.13333       2.558     2.60274    0.117968
         4.4       1.891     1.67525    0.093035
     4.66667        0.67    0.979481   0.0792723
     4.93333       1.506    0.505078   0.0527837
         5.2       0.515    0.306364   0.0401507
     5.46667       0.007    0.185831   0.0336788
     5.73333       0.193    0.132117   0.0297602
           6       0.164   0.0511558   0.0192303
     6.26667           0  0.00880519  0.00582658
     6.53333           0   0.0406883   0.0189686
         6.8           0   0.0243506   0.0130098
     7.06667           0  0.00162338  0.00113591
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0    0.191256   0.0353666
         0.4       0.041     1.09951   0.0816798
    0.666667       3.125      3.1555    0.157807
    0.933333       4.698     4.93386    0.180677
         1.2       9.416     6.83537    0.234595
     1.46667       7.987     8.73542    0.220038
     1.73333      11.112     10.5314     0.21548
           2      12.351     11.4369    0.248946
     2.26667      14.295     11.2591    0.262549
     2.53333       9.552     11.0007    0.259885
         2.8       8.829      9.2276    0.221786
     3.06667       6.659     8.38868    0.209181
     3.33333       3.945     6.53154    0.212909
         3.6       3.165     4.64841    0.154891
     3.86667       5.156     3.49635    0.160334
     4.13333       2.368     2.59973    0.116494
         4.4       1.732     1.67597   0.0918451
     4.66667       1.577    0.987141   0.0786252
     4.93333       0.762    0.508372   0.0522097
         5.2       0.211    0.305141   0.0396545
     5.46667       0.019    0.183692   0.0333149
     5.73333       0.843    0.141231   0.0307425
           6       0.157   0.0525128   0.0190316
     6.26667           0  0.00869231  0.00575298
     6.53333           0   0.0401667   0.0187326
         6.8           0   0.0240385   0.0128467
     7.06667           0  0.00160256  0.00112153
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0    0.188835   0.0350017
         0.4       1.592     1.10575   0.0808834
    0.666667       3.947     3.16552    0.156127
    0.933333        3.23     4.91229    0.179672
         1.2       6.151     6.82671    0.231786
     1.46667       6.418     8.70609    0.219199
     1.73333      11.344     10.5417    0.212998
           2      11.278     11.4349    0.245802
     2.26667      16.016     11.3193     0.26604
     2.53333       9.649     10.9836    0.257158
         2.8        8.42     9.21738    0.219214
     3.06667       9.215     8.39914    0.206795
     3.33333       5.672     6.52066    0.210492
         3.6       4.719      4.6493    0.152933
     3.86667       4.278     3.50624     0.15861
     4.13333       1.944     2.59143    0.115315
         4.4       1.657     1.67573   0.0906828
     4.66667        1.72    0.996418   0.0781753
     4.93333       0.616    0.509734   0.0515666
         5.2       0.025    0.301595   0.0393108
     5.46667       0.005     0.18143   0.0329698
     5.73333       0.008    0.139544   0.0303996
           6       0.096   0.0530633   0.0187986
     6.26667           0  0.00858228  0.00568121
     6.53333           0   0.0396582   0.0185024
         6.8           0   0.0237342   0.0126877
     7.06667           0  0.00158228  0.00110752
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.006     0.18655   0.0346387
         0.4       1.407     1.10951     0.07996
    0.666667       5.791     3.19834    0.157587
    0.933333       2.569       4.883    0.179798
         1.2       5.941     6.81564    0.229152
     1.46667       7.037     8.68522     0.21745
     1.73333      10.777     10.5447    0.210356
           2      11.179     11.4317    0.242751
     2.26667      13.028     11.3407    0.263571
     2.53333      11.622     10.9916    0.254068
         2.8       9.998     9.22714    0.216691
     3.06667       9.435     8.41209    0.204615
     3.33333       3.707     6.48549    0.210778
         3.6       5.563     4.66072    0.151447
     3.86667       1.646     3.48299    0.158323
     4.13333       2.503     2.59032    0.113879
         4.4       4.174     1.70696   0.0947739
     4.66667       1.335     1.00065   0.0773126
     4.93333       0.282    0.506888   0.0510005
         5.2           0    0.297825   0.0389998
     5.46667           0    0.179162   0.0326356
     5.73333           0      0.1378   0.0300696
           6           0      0.0524   0.0185753
     6.26667           0    0.008475   0.0056112
     6.53333           0   0.0391625   0.0182777
         6.8           0   0.0234375   0.0125326
     7.06667           0   0.0015625  0.00109385
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.004    0.184296   0.0342843
         0.4       0.541     1.10249   0.0792803
    0.666667       3.434     3.20125    0.155669
    0.933333       4.243      4.8751    0.177752
         1.2        5.84     6.80359     0.22664
     1.46667       11.52     8.72022    0.217563
     1.73333      10.889     10.5489    0.207802
           2      10.959     11.4259    0.239824
     2.26667      13.284     11.3647    0.261407
     2.53333        9.42     10.9722    0.251671
         2.8        7.61     9.20717    0.214933
     3.06667       7.825     8.40484    0.202217
     3.33333       6.384     6.48423     0.20818
         3.6       5.928     4.67637    0.150383
     3.86667       3.284     3.48053    0.156387
     4.13333       2.991     2.59527     0.11258
         4.4       1.426     1.70349   0.0936673
     4.66667        2.01     1.01311   0.0773558
     4.93333       0.408    0.505667   0.0503855
         5.2           0    0.294148   0.0386912
     5.46667           0    0.176951   0.0323076
     5.73333           0    0.136099   0.0297465
           6           0   0.0517531   0.0183573
     6.26667           0  0.00837037  0.00554291
     6.53333           0    0.038679   0.0180585
         6.8           0   0.0231481   0.0123812
     7.06667           0  0.00154321  0.00108052
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.012    0.182195   0.0339305
         0.4       0.369     1.09355   0.0788164
    0.666667       2.955     3.19824    0.153799
    0.933333       2.468     4.84574    0.177992
         1.2       5.463     6.78724    0.224465
     1.46667       6.697     8.69555    0.216305
     1.73333      11.754     10.5636    0.205787
           2      12.288     11.4364     0.23713
     2.26667       14.66     11.4049    0.261289
     2.53333       8.808     10.9458    0.249982
         2.8      10.204     9.21933    0.212656
     3.06667       8.441     8.40528    0.199751
     3.33333       9.248     6.51794    0.208352
         3.6       5.191     4.68265     0.14868
     3.86667       6.354     3.51557    0.158357
     4.13333       1.564      2.5827    0.111908
         4.4       0.305     1.68644   0.0940649
     4.66667       0.749     1.00989   0.0764795
     4.93333        0.47    0.505232   0.0497729
         5.2           0    0.290561   0.0383853
     5.46667           0    0.174793   0.0319856
     5.73333           0    0.134439     0.02943
           6           0    0.051122   0.0181442
     6.26667           0  0.00826829  0.00547625
     6.53333           0   0.0382073   0.0178444
         6.8           0   0.0228659   0.0122334
     7.06667           0  0.00152439  0.00106751
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.036    0.180434   0.0335674
         0.4       0.591     1.08749   0.0780991
    0.666667       3.318     3.19969    0.151953
    0.933333       2.429     4.81663    0.178213
         1.2       5.472      6.7714    0.222319
     1.46667      10.515     8.71747    0.214807
     1.73333      10.241     10.5597    0.203344
           2       9.488     11.4129    0.235432
     2.26667      10.707     11.3964    0.258277
     2.53333      10.842     10.9445    0.246973
         2.8      12.186     9.25507    0.213076
     3.06667      12.251     8.45161    0.202647
     3.33333       8.093     6.53692    0.206704
         3.6       4.146     4.67618     0.14703
     3.86667       3.864     3.51977    0.156505
     4.13333       1.632     2.57124    0.111144
         4.4       0.262     1.66928   0.0944841
     4.66667       1.214     1.01235   0.0755976
     4.93333       0.463    0.504723   0.0491758
         5.2       0.076    0.287976   0.0380098
     5.46667       0.174    0.174783   0.0316002
     5.73333           0    0.132819   0.0291199
           6           0    0.050506   0.0179361
     6.26667           0  0.00816867  0.00541118
     6.53333           0    0.037747   0.0176353
         6.8           0   0.0225904   0.0120891
     7.06667           0  0.00150602   0.0010548
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.501     0.18425    0.033384
         0.4       0.432     1.07969   0.0775582
    0.666667       2.891     3.19601    0.150188
    0.933333       2.401     4.78787    0.178397
         1.2       6.286     6.76562    0.219747
     1.46667       12.19     8.75881    0.216191
     1.73333       14.07     10.6015    0.205172
           2       5.887     11.3472    0.241645
     2.26667       9.616     11.3752     0.25607
     2.53333      12.746      10.966    0.244962
         2.8       11.93     9.28692    0.212906
     3.06667       8.609     8.45349    0.200243
     3.33333       8.219     6.55694    0.205211
         3.6       4.111     4.66945    0.145433
     3.86667        2.73     3.51037    0.154924
     4.13333       2.161     2.56636    0.109928
         4.4       0.869     1.65975   0.0938384
     4.66667       1.908     1.02301   0.0754458
     4.93333       0.274    0.501976    0.048667
         5.2       0.135    0.286155   0.0376009
     5.46667       0.034    0.173107   0.0312684
     5.73333           0    0.131238   0.0288162
           6           0   0.0499048   0.0177326
     6.26667           0  0.00807143  0.00534763
     6.53333           0   0.0372976   0.0174311
         6.8           0   0.0223214   0.0119482
     7.06667           0   0.0014881   0.0010424
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.037    0.182518   0.0330362
         0.4       0.837     1.07684   0.0766983
    0.666667        3.29     3.19712    0.148426
    0.933333        2.58     4.76189    0.178179
         1.2        8.44     6.78532    0.218043
     1.46667      11.421     8.79013    0.215904
     1.73333      12.315     10.6217    0.203747
           2       9.736     11.3282    0.239545
     2.26667       7.263     11.3269    0.257587
     2.53333      11.644      10.974     0.24221
         2.8       9.751     9.29238    0.210471
     3.06667       8.679     8.45614    0.197905
     3.33333       8.114     6.57526    0.203612
         3.6       3.698     4.65802     0.14417
     3.86667       4.219     3.51871    0.153325
     4.13333       2.356     2.56388    0.108663
         4.4       2.107     1.66501   0.0928818
     4.66667       1.444     1.02796   0.0747206
     4.93333       0.069    0.496882   0.0483603
         5.2           0    0.282788   0.0373089
     5.46667           0    0.171071   0.0309668
     5.73333           0    0.129694   0.0285185
           6           0   0.0493176   0.0175337
     6.26667           0  0.00797647  0.00528556
     6.53333           0   0.0368588   0.0172316
         6.8           0   0.0220588   0.0118105
     7.06667           0  0.00147059  0.00103028
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.128    0.181884   0.0326581
         0.4       2.273     1.09074   0.0770573
    0.666667       3.013     3.19498    0.146715
    0.933333       3.522     4.74748    0.176689
         1.2       7.075     6.78869    0.215534
     1.46667      10.031     8.80456    0.213875
     1.73333      12.052     10.6383    0.202055
           2      10.219     11.3153    0.237106
     2.26667       9.063     11.3005    0.255934
     2.53333       8.479     10.9449    0.241125
         2.8       9.352     9.29307    0.208025
     3.06667       9.258     8.46547    0.195823
     3.33333       6.872     6.57871    0.201274
         3.6       8.034     4.69728    0.147742
     3.86667       5.198     3.53823    0.152781
     4.13333       1.378     2.55009    0.108271
         4.4       0.669     1.65343   0.0925211
     4.66667       0.839     1.02577    0.073884
     4.93333       0.358    0.495267    0.047825
         5.2       0.187    0.281674   0.0368917
     5.46667           0    0.169081   0.0306706
     5.73333           0    0.128186   0.0282267
           6           0   0.0487442   0.0173392
     6.26667           0  0.00788372  0.00522491
     6.53333           0   0.0364302   0.0170365
         6.8           0   0.0218023    0.011676
     7.06667           0  0.00145349  0.00101844
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.557    0.186195   0.0325661
         0.4       0.832     1.08777   0.0762289
    0.666667       3.643     3.20013    0.145119
    0.933333       7.232     4.77603    0.176951
         1.2       7.486      6.7967    0.213205
     1.46667       9.188     8.80897    0.211462
     1.73333      10.779     10.6399    0.199739
           2        9.73     11.2971     0.23508
     2.26667       7.087     11.2521    0.257533
     2.53333       6.617     10.8952    0.243431
         2.8      12.539     9.33038    0.208953
     3.06667       7.578     8.45526    0.193838
     3.33333       7.283      6.5868    0.199123
         3.6       8.238     4.73798    0.151545
     3.86667       5.067      3.5558    0.152032
     4.13333       1.901     2.54263    0.107283
         4.4       1.505     1.65172   0.0914733
     4.66667       0.506     1.01979    0.073276
     4.93333       0.168    0.491506    0.047423
         5.2       0.064    0.279172   0.0365524
     5.46667           0    0.167138   0.0303795
     5.73333           0    0.126713   0.0279407
           6           0   0.0481839    0.017149
     6.26667           0   0.0077931  0.00516564
     6.53333           0   0.0360115   0.0168459
         6.8           0   0.0215517   0.0115445
     7.06667           0  0.00143678  0.00100687
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.047    0.184614   0.0322345
         0.4       0.888      1.0855   0.0753965
    0.666667       4.325     3.21291    0.144032
    0.933333       5.303     4.78202    0.175042
         1.2        7.08     6.79992    0.210807
     1.46667       11.53     8.83989    0.211308
     1.73333       9.592      10.628    0.197824
           2       7.447     11.2533    0.236445
     2.26667       6.228      11.195    0.260859
     2.53333      11.368     10.9006    0.240724
         2.8      11.477     9.35477    0.207997
     3.06667       9.195     8.46367    0.191818
     3.33333        7.39     6.59593     0.19707
         3.6       7.563     4.77008    0.153186
     3.86667       4.096     3.56194    0.150428
     4.13333       2.336     2.54028    0.106089
         4.4       2.052     1.65627   0.0905469
     4.66667       0.083     1.00915   0.0732125
     4.93333           0     0.48592   0.0472118
         5.2           0       0.276   0.0362745
     5.46667           0    0.165239   0.0300936
     5.73333           0    0.125273   0.0276603
           6           0   0.0476364   0.0169628
     6.26667           0  0.00770455   0.0051077
     6.53333           0   0.0356023   0.0166594
         6.8           0   0.0213068   0.0114159
     7.06667           0  0.00142045 0.000995564
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.633    0.189652   0.0322636
         0.4       1.567     1.09091   0.0747432
    0.666667       2.721     3.20738     0.14252
    0.933333       5.357     4.78848    0.173194
         1.2       7.858     6.81181    0.208773
     1.46667       6.966     8.81883     0.20998
     1.73333      13.503     10.6603    0.198221
           2       9.863     11.2377    0.234304
     2.26667       9.846     11.1799    0.258368
     2.53333       9.415     10.8839    0.238597
         2.8       9.285     9.35399    0.205662
     3.06667        6.79     8.44487    0.190582
     3.33333        7.21     6.60283    0.194976
         3.6       5.956      4.7834    0.152043
     3.86667       4.314     3.57039    0.148975
     4.13333       2.616     2.54113    0.104901
         4.4       2.112     1.66139   0.0896742
     4.66667       0.949     1.00847    0.072393
     4.93333       0.208    0.482798   0.0467845
         5.2       0.173    0.274843   0.0358853
     5.46667       0.045    0.163888   0.0297858
     5.73333       0.544    0.129978   0.0277467
           6       0.006   0.0471685   0.0167787
     6.26667       0.008  0.00770787  0.00505031
     6.53333       0.055   0.0358202   0.0164736
         6.8           0   0.0210674   0.0112901
     7.06667           0  0.00140449 0.000984506
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.144    0.189144   0.0319091
         0.4       1.637     1.09698   0.0741586
    0.666667       1.899     3.19284    0.141675
    0.933333       3.615     4.77544     0.17176
         1.2       8.569     6.83133    0.207365
     1.46667      10.384     8.83622    0.208366
     1.73333      11.496     10.6696    0.196236
           2      14.089     11.2694    0.233832
     2.26667      10.988     11.1777    0.255506
     2.53333       9.633       10.87     0.23635
         2.8        8.97     9.34972    0.203421
     3.06667       5.542     8.41261    0.191174
     3.33333       6.593     6.60272     0.19281
         3.6         3.4     4.76803    0.151129
     3.86667        2.43     3.55772    0.147858
     4.13333       2.232      2.5377    0.103792
         4.4       2.294     1.66842   0.0889528
     4.66667       1.508     1.01402   0.0718011
     4.93333       1.318    0.492078   0.0471761
         5.2       0.273    0.274822   0.0354866
     5.46667       0.114    0.163333     0.02946
     5.73333       0.016    0.128711   0.0274673
           6       0.004   0.0466889   0.0165991
     6.26667       0.004  0.00766667  0.00499437
     6.53333       0.335   0.0391444   0.0166226
         6.8       0.466   0.0260111   0.0121991
     7.06667       0.047  0.00191111  0.00109619
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.145    0.188659   0.0315621
         0.4       0.819     1.09392   0.0734065
    0.666667       1.579     3.17511    0.141224
    0.933333       3.766     4.76435     0.17023
         1.2       7.888     6.84295    0.205411
     1.46667       9.232     8.84057    0.206121
     1.73333      12.387     10.6885    0.194985
           2      13.585     11.2948    0.232643
     2.26667      11.155     11.1775    0.252698
     2.53333      10.733     10.8685    0.233758
         2.8       10.37     9.36093    0.201494
     3.06667       6.106     8.38726    0.190746
     3.33333        5.08     6.58599    0.191416
         3.6       3.535     4.75448    0.150074
     3.86667       3.577     3.55793    0.146233
     4.13333        3.38     2.54696    0.103063
         4.4        2.69     1.67965   0.0886809
     4.66667       1.163     1.01566   0.0710307
     4.93333       0.131     0.48811   0.0468242
         5.2       0.317    0.275286   0.0350997
     5.46667       0.362    0.165516   0.0292171
     5.73333           0    0.127297   0.0272019
           6           0   0.0461758   0.0164246
     6.26667           0  0.00758242  0.00494019
     6.53333           0   0.0387143   0.0164455
         6.8           0   0.0257253   0.0120684
     7.06667           0  0.00189011  0.00108435
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.012    0.186739   0.0312774
         0.4       1.123     1.09424   0.0726093
    0.666667       3.777     3.18165    0.139841
    0.933333       6.577     4.78405    0.169516
         1.2       3.863     6.81055    0.205716
     1.46667       8.502     8.83689    0.203914
     1.73333      12.819     10.7116    0.194236
           2      10.329     11.2843    0.230351
     2.26667      10.959     11.1751    0.249962
     2.53333      13.328     10.8952    0.232741
         2.8       7.738     9.34329    0.200075
     3.06667       7.253     8.37493    0.189071
     3.33333       7.168     6.59232     0.18944
         3.6       3.988     4.74615    0.148674
     3.86667       2.648     3.54804    0.144978
     4.13333       3.173     2.55376    0.102167
         4.4       3.437     1.69875   0.0897506
     4.66667       1.225     1.01793   0.0702951
     4.93333       0.081    0.483685   0.0465239
         5.2           0    0.272293   0.0348455
     5.46667           0    0.163717   0.0289548
     5.73333           0    0.125913   0.0269414
           6           0   0.0456739   0.0162538
     6.26667           0      0.0075  0.00488718
     6.53333           0   0.0382935   0.0162721
         6.8           0   0.0254457   0.0119405
     7.06667           0  0.00186957  0.00107276
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.302    0.187978   0.0309656
         0.4        2.02     1.10419   0.0725077
    0.666667       6.255      3.2147    0.142188
    0.933333       5.923      4.7963    0.168135
         1.2        5.41     6.79549    0.204054
     1.46667       7.679     8.82444    0.202101
     1.73333       7.791     10.6802     0.19467
           2        9.66     11.2669    0.228535
     2.26667       8.287     11.1441    0.249196
     2.53333       9.531     10.8805      0.2307
         2.8        13.3     9.38584    0.202396
     3.06667      15.156     8.44785    0.200606
     3.33333       4.176     6.56633    0.189176
         3.6       3.673     4.73461    0.147522
     3.86667       2.131     3.53281    0.144217
     4.13333       2.591     2.55416    0.101069
         4.4       1.076     1.69205    0.089035
     4.66667       1.734     1.02563   0.0699596
     4.93333        0.64    0.485366    0.046054
         5.2       0.279    0.272366   0.0344709
     5.46667       0.269    0.164849   0.0286656
     5.73333       0.117    0.125817   0.0266518
           6           0   0.0451828   0.0160864
     6.26667           0  0.00741935   0.0048353
     6.53333           0   0.0378817   0.0161024
         6.8           0    0.025172   0.0118152
     7.06667           0  0.00184946  0.00106141
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0    0.185979   0.0307007
         0.4       1.709     1.11063   0.0720213
    0.666667       4.579     3.22921    0.141414
    0.933333       5.904     4.80809    0.166759
         1.2       6.233     6.78951    0.201971
     1.46667       7.499     8.81034    0.200442
     1.73333       8.567     10.6578    0.193892
           2       9.825     11.2515    0.226618
     2.26667       9.562     11.1272    0.247113
     2.53333      15.152      10.926    0.232678
         2.8       10.03     9.39269    0.200359
     3.06667       8.307     8.44635    0.198477
     3.33333       6.826      6.5691    0.187184
         3.6       2.951     4.71564    0.147168
     3.86667       3.993      3.5377    0.142766
     4.13333       3.282      2.5619     0.10029
         4.4       2.132     1.69673   0.0882108
     4.66667       0.861     1.02388   0.0692373
     4.93333       0.376    0.484202   0.0455788
         5.2       0.044    0.269936   0.0341897
     5.46667       0.013    0.163234   0.0284061
     5.73333       0.015    0.124638   0.0263944
           6       0.021   0.0449255   0.0159173
     6.26667       0.119  0.00860638  0.00492741
     6.53333           0   0.0374787   0.0159361
         6.8           0   0.0249043   0.0116925
     7.06667           0  0.00182979   0.0010503
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333        0.11    0.185179    0.030388
         0.4       0.904     1.10845    0.071296
    0.666667       4.152     3.23893    0.140259
    0.933333       6.822     4.82928    0.166346
         1.2       5.505     6.77599    0.200297
     1.46667      10.131     8.82424    0.198814
     1.73333       6.796     10.6171    0.196066
           2       9.149     11.2294    0.225311
     2.26667      10.172     11.1172    0.244716
     2.53333      11.241     10.9293    0.230252
         2.8      13.528     9.43622    0.202924
     3.06667       9.107     8.45331     0.19651
     3.33333       5.735     6.56032    0.185419
         3.6       4.391     4.71222    0.145659
     3.86667       3.123     3.53334     0.14133
     4.13333       2.938     2.56586   0.0993126
         4.4       3.336     1.71399   0.0889539
     4.66667       0.495     1.01832   0.0687319
     4.93333       0.147    0.480653    0.045237
         5.2       0.218    0.269389   0.0338341
     5.46667           0    0.161516    0.028159
     5.73333           0    0.123326   0.0261491
           6           0   0.0444526   0.0157568
     6.26667           0  0.00851579  0.00487637
     6.53333           0   0.0370842   0.0157733
         6.8           0   0.0246421   0.0115724
     7.06667           0  0.00181053  0.00103942
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0     0.18325   0.0301326
         0.4       0.703     1.10423   0.0706783
    0.666667       4.362     3.25063    0.139285
    0.933333       5.764     4.83902    0.164898
         1.2       5.591     6.76365    0.198591
     1.46667       9.453     8.83079    0.196851
     1.73333       9.717     10.6077    0.194248
           2        6.96     11.1849    0.227311
     2.26667       8.742     11.0924    0.243415
     2.53333      12.782     10.9486    0.228661
         2.8      11.976     9.46268    0.202527
     3.06667       9.645     8.46572    0.194854
     3.33333       7.035     6.56526    0.183553
         3.6       5.319     4.71854    0.144279
     3.86667       3.542     3.53343    0.139858
     4.13333       4.336      2.5843   0.0999752
         4.4       1.783     1.71471   0.0880302
     4.66667        0.29     1.01073   0.0684334
     4.93333           0    0.475646    0.045042
         5.2           0    0.266583   0.0335979
     5.46667           0    0.159833   0.0279159
     5.73333           0    0.122042   0.0259083
           6           0   0.0439896   0.0155995
     6.26667           0  0.00842708  0.00482639
     6.53333           0   0.0366979   0.0156137
         6.8           0   0.0243854   0.0114547
     7.06667           0  0.00179167  0.00102877
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333        0.01    0.181464   0.0298748
         0.4       0.835     1.10145   0.0700041
    0.666667       1.764      3.2353     0.13869
    0.933333       5.783     4.84875    0.163484
         1.2       5.092     6.74641     0.19729
     1.46667       9.976      8.8426    0.195175
     1.73333      10.686     10.6085    0.192247
           2       8.453     11.1568    0.226706
     2.26667      13.602     11.1183    0.242276
     2.53333      11.141     10.9506    0.226313
         2.8      12.622     9.49525    0.203041
     3.06667       7.712     8.45795       0.193
     3.33333       4.062     6.53945    0.183466
         3.6       6.414     4.73602    0.143846
     3.86667       3.283     3.53085     0.13844
     4.13333       3.286     2.59154   0.0992059
         4.4       2.463     1.72242   0.0874601
     4.66667       0.214     1.00252    0.068219
     4.93333       0.531    0.476216   0.0445812
         5.2       0.071    0.264567    0.033312
     5.46667           0    0.158186   0.0276767
     5.73333           0    0.120784   0.0256717
           6           0   0.0435361   0.0154453
     6.26667           0  0.00834021  0.00477741
     6.53333           0   0.0363196   0.0154573
         6.8           0    0.024134   0.0113394
     7.06667           0   0.0017732  0.00101833
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0    0.179612   0.0296273
         0.4       0.138     1.09162   0.0699767
    0.666667       2.739     3.23023    0.137367
    0.933333       3.245     4.83239    0.162633
         1.2       9.022     6.76963    0.196639
     1.46667       9.262     8.84688     0.19323
     1.73333      11.899     10.6217    0.190736
           2      10.356     11.1486    0.224539
     2.26667      12.224     11.1296    0.240067
     2.53333       7.632     10.9167    0.226523
         2.8       8.845     9.48861    0.201078
     3.06667       9.785     8.47149    0.191505
     3.33333       9.419     6.56884    0.183932
         3.6       6.147     4.75042    0.143097
     3.86667       3.623     3.53179     0.13703
     4.13333       2.017     2.58567   0.0983667
         4.4       0.593      1.7109   0.0873236
     4.66667       0.179    0.994112   0.0680385
     4.93333       0.692    0.478418   0.0441807
         5.2       0.183    0.263735   0.0329824
     5.46667           0    0.156571   0.0274413
     5.73333           0    0.119551   0.0254393
           6           0   0.0430918    0.015294
     6.26667           0   0.0082551  0.00472942
     6.53333           0    0.035949    0.015304
         6.8           0   0.0238878   0.0112263
     7.06667           0   0.0017551   0.0010081
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.045    0.178253   0.0293592
         0.4       0.605     1.08671   0.0694423
    0.666667       2.124     3.21906    0.136433
    0.933333       5.812     4.84228    0.161291
         1.2       7.908     6.78113    0.194988
     1.46667       6.973     8.82795    0.192203
     1.73333      10.233     10.6178     0.18885
           2       8.599     11.1228    0.223743
     2.26667      11.692     11.1353    0.237709
     2.53333       9.724     10.9047    0.224555
         2.8      11.615     9.51009    0.200191
     3.06667      13.088     8.51812    0.195166
     3.33333       9.326     6.59669    0.184171
         3.6       3.378     4.73656    0.142321
     3.86667       2.587     3.52224    0.135978
     4.13333       2.668     2.58651   0.0973766
         4.4       0.575     1.69942   0.0871921
     4.66667       0.815    0.992303   0.0673753
     4.93333       0.233    0.475939   0.0438039
         5.2           0    0.261071   0.0327567
     5.46667           0     0.15499   0.0272097
     5.73333           0    0.118343    0.025211
           6           0   0.0426566   0.0151458
     6.26667           0  0.00817172  0.00468238
     6.53333           0   0.0355859   0.0151537
         6.8           0   0.0236465   0.0111155
     7.06667           0  0.00173737 0.000998068
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.337     0.17984   0.0291085
         0.4       1.813     1.09397   0.0691267
    0.666667       4.486     3.23173    0.135656
    0.933333       5.934      4.8532    0.160047
         1.2       3.559     6.74891    0.195682
     1.46667       9.379     8.83346     0.19036
     1.73333      11.101     10.6226    0.187023
           2       8.251     11.0941    0.223341
     2.26667       8.522     11.1091    0.236764
     2.53333      14.878     10.9444    0.225797
         2.8       9.862     9.51361     0.19822
     3.06667      10.835     8.54129    0.194585
     3.33333       5.533     6.58605    0.182636
         3.6       3.622     4.72541    0.141334
     3.86667       2.099     3.50801    0.135361
